GeneID	WT_na1	WT_na2	11_WT_na_CD8	dKO_na1	12_dKO_na_CD8
ID_23925	34	87	71	39	64
ID_23926	15	21	37	21	27
ID_23927	10	35	45	20	30
ID_23928	3	13	22	11	17
ID_23929	49	95	96	71	100
ID_23930	57	122	90	66	72
ID_23931	60	192	120	118	114
ID_23932	15	37	39	22	34
ID_23933	39	125	89	67	100
ID_23934	9	22	34	11	11
ID_23935	24	33	40	27	50
ID_23936	44	83	83	71	91
ID_23937	16	25	35	9	20
ID_23938	14	33	22	5	9
ID_23939	103	304	269	161	253
ID_23940	19	60	61	51	57
ID_23941	61	148	129	85	115
ID_23942	32	106	70	49	63
ID_23943	25	56	68	21	34
ID_23944	11	36	25	21	25
ID_23945	29	66	29	56	33
ID_23946	92	179	103	130	84
ID_23947	17	48	49	32	43
ID_23948	143	342	306	205	375
ID_23949	27	79	96	54	76
ID_23950	21	69	52	15	51
ID_23951	24	49	53	29	37
ID_23952	69	173	181	93	202
ID_23953	20	51	67	44	69
ID_23954	17	23	33	26	48
ID_23955	57	134	132	96	121
ID_23956	21	57	44	57	72
ID_23957	20	41	33	16	39
ID_23958	52	140	112	71	88
ID_23959	12	18	37	22	35
ID_23960	12	24	23	14	12
ID_23961	24	52	29	34	35
ID_23962	60	106	136	96	141
ID_23963	52	69	89	60	130
ID_23964	21	42	52	24	30
ID_23965	17	14	21	15	16
ID_23966	12	25	25	50	91
ID_23967	13	25	17	28	28
ID_23968	19	55	43	21	34
ID_23969	37	108	88	57	74
ID_23970	53	150	100	71	85
ID_23971	20	53	31	19	30
ID_23972	4	31	30	10	28
ID_23973	20	31	50	34	67
ID_23974	19	57	61	34	59
ID_23975	13	47	68	30	49
ID_23976	23	69	74	32	69
ID_23977	27	48	27	35	37
ID_23978	25	59	46	44	48
ID_23979	115	268	208	155	237
ID_23980	5	27	23	19	22
ID_23981	26	32	32	38	20
ID_23982	18	54	59	34	61
ID_23983	44	149	115	77	111
ID_23984	19	22	23	22	26
ID_23985	15	22	39	25	32
ID_23986	13	24	26	13	31
ID_23987	44	71	75	41	80
ID_23988	11	15	23	6	11
ID_23989	25	77	67	44	61
ID_23990	18	38	37	20	38
ID_23991	18	32	51	19	71
ID_23992	10	30	22	9	29
ID_23993	40	53	53	30	91
ID_23994	13	26	29	6	5
ID_23995	13	14	33	19	46
ID_23996	6	10	9	8	25
ID_23997	41	88	84	67	124
ID_23998	9	26	29	10	21
ID_23999	21	42	38	31	38
ID_24000	52	130	148	83	132
ID_24001	10	22	32	6	17
ID_24002	8	45	36	16	58
ID_24003	74	162	137	106	145
ID_24004	9	20	15	13	23
ID_24005	43	132	119	69	134
ID_24006	8	12	28	5	17
ID_24007	8	30	21	3	9
ID_24008	28	97	80	69	92
ID_24009	16	49	35	39	40
ID_24010	11	32	29	23	23
ID_24011	14	32	38	21	24
ID_24012	41	66	83	53	83
ID_24013	87	219	235	130	219
ID_24014	21	42	46	12	6
ID_24015	20	34	34	15	13
ID_24016	0	1	0	1	3
ID_24017	41	103	116	77	160
ID_24018	72	88	111	64	136
ID_24019	31	56	55	36	77
ID_24020	19	34	62	32	68
ID_24021	26	47	65	45	69
ID_24022	39	93	93	73	117
ID_24023	23	33	37	45	47
ID_24024	31	71	59	50	53
ID_24025	34	39	67	53	110
ID_24026	21	50	52	31	71
ID_24027	10	14	9	22	19
ID_24028	37	89	124	56	119
ID_24029	22	28	34	15	38
ID_24030	84	260	214	120	222
ID_24031	10	20	23	23	25
ID_24032	16	41	35	25	45
ID_24033	8	22	19	22	21
ID_24034	18	83	62	53	70
ID_24035	8	14	6	16	5
ID_24036	15	41	32	19	30
ID_24037	29	57	53	29	39
ID_24038	89	126	125	93	98
ID_24039	32	63	53	35	64
ID_24040	10	44	23	14	30
ID_24041	10	28	37	45	47
ID_24042	52	100	84	77	82
ID_24043	32	76	83	52	88
ID_24044	0	0	0	0	0
ID_24045	77	202	185	100	192
ID_24046	11	26	14	9	11
ID_24047	1	5	13	17	16
ID_24048	12	23	22	14	19
ID_24049	15	17	16	7	13
ID_24050	24	61	55	46	78
ID_24051	14	35	38	27	43
ID_24052	56	107	135	65	104
ID_24053	100	194	205	122	182
ID_24054	20	40	47	33	70
ID_24055	53	105	100	99	139
ID_24056	15	33	26	9	24
ID_24057	7	11	16	17	31
ID_24058	28	39	80	39	66
ID_24059	19	45	36	36	33
ID_24060	47	68	119	77	68
ID_24061	21	39	33	29	33
ID_24062	29	64	58	71	91
ID_24063	5	21	10	7	17
ID_24064	30	76	61	12	10
ID_24065	13	26	22	9	28
ID_24066	37	127	96	74	93
ID_24067	14	50	48	28	44
ID_24068	59	135	121	86	102
ID_24069	86	191	219	149	199
ID_24070	51	98	117	45	99
ID_24071	54	117	131	62	90
ID_24072	31	85	71	35	60
ID_24073	30	48	63	47	49
ID_24074	26	87	76	40	52
ID_24075	90	227	224	135	189
ID_24076	16	66	59	31	61
ID_24077	20	55	47	47	71
ID_24078	27	47	55	43	76
ID_24079	25	54	59	51	81
ID_24080	7	19	12	25	21
ID_24081	5	7	26	24	39
ID_24082	22	39	55	33	116
ID_24083	49	135	113	65	89
ID_24084	24	43	43	89	172
ID_24085	16	41	40	32	65
ID_24086	12	34	18	4	25
ID_24087	6	29	40	10	29
ID_24088	13	27	17	13	46
ID_24089	25	64	40	37	55
ID_24090	6	12	23	17	33
ID_24091	21	40	32	26	44
ID_24092	110	238	215	162	226
ID_24093	11	33	30	14	15
ID_24094	52	128	129	67	109
ID_24095	20	20	11	5	7
ID_24096	9	33	17	16	15
ID_24097	41	118	108	49	94
ID_24098	1	14	4	6	5
ID_24099	23	47	41	21	35
ID_24100	18	47	44	21	53
ID_24101	6	10	6	7	29
ID_24102	5	25	19	18	40
ID_24103	14	27	50	38	66
ID_24104	14	38	45	34	50
ID_24105	9	25	32	33	58
ID_24106	6	16	23	20	30
ID_24107	11	17	32	32	27
ID_24108	24	42	58	52	50
ID_24109	91	198	178	131	195
ID_24110	14	37	30	12	21
ID_24111	10	29	27	11	14
ID_24112	7	35	15	19	19
ID_24113	18	33	41	16	33
ID_24114	38	69	57	74	86
ID_24115	20	29	41	22	26
ID_24116	12	27	23	33	49
ID_24117	29	55	36	5	11
ID_24118	7	23	35	8	16
ID_24119	47	87	78	80	66
ID_24120	31	94	48	39	48
ID_24121	40	56	77	45	46
ID_24122	22	40	29	45	40
ID_24123	24	34	30	30	41
ID_24124	0	0	0	0	0
ID_24125	51	101	119	62	63
ID_24126	40	91	90	65	65
ID_24127	15	23	30	18	20
ID_24128	29	53	63	31	68
ID_24129	13	59	45	29	32
ID_24130	5	10	6	12	24
ID_24131	2	8	19	20	46
ID_24132	6	27	20	23	33
ID_24133	14	41	34	20	26
ID_24134	35	99	79	48	121
ID_24135	9	12	22	9	53
ID_24136	17	43	45	34	40
ID_24137	62	92	82	50	46
ID_24138	38	70	68	34	42
ID_24139	35	56	69	51	80
ID_24140	13	27	33	23	55
ID_24141	72	147	131	79	110
ID_24142	20	52	60	47	82
ID_24143	30	59	69	44	84
ID_24144	22	32	46	32	47
ID_24145	20	44	31	27	39
ID_24146	20	36	38	42	64
ID_24147	4	9	22	10	14
ID_24148	20	38	38	20	29
ID_24149	99	281	226	159	192
ID_24150	10	23	21	14	20
ID_24151	125	261	267	162	249
ID_24152	24	47	51	18	27
ID_24153	36	93	84	75	113
ID_24154	17	31	23	46	32
ID_24155	5	19	33	16	21
ID_24156	12	33	21	21	17
ID_24157	50	128	110	89	121
ID_24158	12	21	49	13	16
ID_24159	23	38	22	13	28
ID_24160	52	98	115	56	83
ID_24161	78	196	151	119	157
ID_24162	28	58	61	45	60
ID_24163	13	22	35	21	41
ID_24164	0	0	0	0	0
ID_24165	13	17	20	10	21
ID_24166	11	18	29	6	9
ID_24167	11	26	29	20	39
ID_24168	21	41	45	20	35
ID_24169	22	39	38	15	38
ID_24170	10	18	19	19	21
ID_24171	0	0	0	0	0
ID_24172	35	50	50	29	54
ID_24173	1	10	21	16	30
ID_24174	8	22	11	10	10
ID_24175	29	71	40	25	78
ID_24176	24	45	65	29	62
ID_24177	17	31	40	26	31
ID_24178	42	83	118	69	106
ID_24179	10	25	41	22	23
ID_24180	126	267	296	185	272
ID_24181	3	20	6	8	13
ID_24182	18	17	23	11	12
ID_24183	7	22	19	1	8
ID_24184	10	11	32	3	4
ID_24185	11	14	29	9	11
ID_24186	18	40	46	38	46
ID_24187	14	26	23	23	42
ID_24188	29	55	34	11	27
ID_24189	33	77	60	61	61
ID_24190	49	92	131	64	95
ID_24191	42	59	65	60	63
ID_24192	24	86	70	52	89
ID_24193	36	81	90	65	83
ID_24194	22	45	60	33	54
ID_24195	15	19	21	16	57
ID_24196	7	17	30	31	43
ID_24197	17	26	26	32	46
ID_24198	21	35	43	56	88
ID_24199	11	19	20	40	54
ID_24200	5	17	15	11	15
ID_24201	30	59	49	54	78
ID_24202	18	36	43	26	47
ID_24203	14	26	24	8	9
ID_24204	41	97	96	64	91
ID_24205	23	36	30	33	57
ID_24206	23	55	57	57	88
ID_24207	32	55	57	41	56
ID_24208	58	149	130	98	126
ID_24209	14	24	22	19	42
ID_24210	18	55	44	26	51
ID_24211	16	36	47	51	59
ID_24212	4	9	14	21	56
ID_24213	4	11	25	7	39
ID_24214	59	117	135	75	97
ID_24215	12	17	28	14	26
ID_24216	9	22	14	15	4
ID_24217	19	39	46	10	20
ID_24218	26	54	63	48	21
ID_24219	6	10	26	8	6
ID_24220	21	45	48	9	11
ID_24221	8	29	18	13	15
ID_24222	20	41	26	17	28
ID_24223	14	36	36	16	25
ID_24224	37	54	78	26	35
ID_24225	24	39	39	27	41
ID_24226	55	103	79	48	83
ID_24227	16	39	51	24	49
ID_24228	42	115	85	58	67
ID_24229	18	25	37	18	37
ID_24230	22	37	40	25	56
ID_24231	17	48	60	32	49
ID_24232	72	159	154	120	152
ID_24233	25	52	47	39	50
ID_24234	21	58	51	40	45
ID_24235	6	30	25	6	27
ID_24236	12	20	37	22	62
ID_24237	91	204	210	155	246
ID_24238	7	38	14	3	2
ID_24239	52	73	73	24	36
ID_24240	10	26	35	15	35
ID_24241	42	100	62	21	32
ID_24242	10	37	27	14	29
ID_24243	53	103	98	70	101
ID_24244	15	41	15	22	23
ID_24245	64	163	154	88	137
ID_24246	14	44	29	18	17
ID_24247	11	33	9	13	16
ID_24248	94	231	205	153	180
ID_24249	20	36	35	28	41
ID_24250	24	66	54	33	35
ID_24251	5	15	12	9	20
ID_24252	13	33	28	17	34
ID_24253	11	25	35	9	19
ID_24254	15	43	38	12	32
ID_24255	8	23	29	21	35
ID_24256	9	33	25	22	29
ID_24257	10	21	18	23	24
ID_24258	0	7	12	20	39
ID_24259	17	43	24	15	38
ID_24260	19	47	30	34	50
ID_24261	52	97	123	90	144
ID_24262	9	42	32	15	26
ID_24263	60	175	199	93	120
ID_24264	39	136	109	69	100
ID_24265	25	63	60	39	55
ID_24266	42	98	86	51	72
ID_24267	56	164	116	101	112
ID_24268	61	145	128	79	147
ID_24269	64	180	178	100	166
ID_24270	48	108	76	50	76
ID_24271	20	54	53	29	55
ID_24272	14	31	33	15	40
ID_24273	9	26	28	28	33
ID_24274	22	65	51	36	36
ID_24275	2	10	11	22	19
ID_24276	40	94	76	76	100
ID_24277	89	187	180	131	162
ID_24278	39	69	65	23	36
ID_24279	12	30	45	11	23
ID_24280	23	36	35	15	20
ID_24281	10	9	10	18	35
ID_24282	11	24	21	21	23
ID_24283	24	55	60	34	50
ID_24284	22	35	30	26	39
ID_24285	6	12	25	13	30
ID_24286	18	52	40	25	42
ID_24287	10	23	32	19	37
ID_24288	11	23	30	27	65
ID_24289	35	78	57	54	75
ID_24290	44	111	79	103	101
ID_24291	21	40	25	9	13
ID_24292	47	109	98	61	77
ID_24293	10	41	27	18	26
ID_24294	20	54	63	29	50
ID_24295	10	46	30	14	38
ID_24296	10	30	31	16	28
ID_24297	19	48	50	41	59
ID_24298	11	45	20	29	20
ID_24299	37	100	110	50	91
ID_24300	50	161	119	87	116
ID_24301	42	91	88	62	75
ID_24302	22	62	49	34	53
ID_24303	41	114	85	70	106
ID_24304	6	20	16	5	3
ID_24305	76	190	167	100	162
ID_24306	40	79	55	31	43
ID_24307	27	76	74	48	91
ID_24308	28	70	92	32	66
ID_24309	14	32	28	24	28
ID_24310	19	25	29	29	35
ID_24311	9	24	14	8	6
ID_24312	41	85	61	60	72
ID_24313	22	85	49	58	52
ID_24314	15	45	44	27	45
ID_24315	13	21	19	14	21
ID_24316	45	80	86	59	106
ID_24317	47	122	102	71	96
ID_24318	48	125	115	76	120
ID_24319	31	90	69	59	65
ID_24320	20	40	20	30	30
ID_24321	38	94	106	54	73
ID_24322	23	57	44	25	38
ID_24323	27	56	56	32	35
ID_24324	35	74	64	43	73
ID_24325	13	32	32	16	25
ID_24326	15	24	17	14	37
ID_24327	11	27	22	14	25
ID_24328	83	178	155	90	133
ID_24329	11	41	34	23	34
ID_24330	4	10	25	4	12
ID_24331	11	25	20	4	5
ID_24332	55	141	129	74	117
ID_24333	17	53	55	26	49
ID_24334	30	87	86	47	83
ID_24335	23	42	36	23	28
ID_24336	16	37	41	36	63
ID_24337	7	20	29	16	12
ID_24338	8	26	39	10	16
ID_24339	24	71	73	17	28
ID_24340	68	163	125	88	127
ID_24341	43	92	94	56	95
ID_24342	19	48	36	20	67
ID_24343	36	89	90	67	70
ID_24344	24	43	48	23	47
ID_24345	31	73	75	55	65
ID_24346	89	217	208	153	240
ID_24347	16	22	29	24	26
ID_24348	23	76	98	47	97
ID_24349	8	44	45	40	79
ID_24350	21	33	32	22	48
ID_24351	28	80	68	51	71
ID_24352	29	36	58	48	67
ID_24353	6	14	17	18	33
ID_24354	42	93	90	63	130
ID_24355	57	109	86	51	87
ID_24356	22	53	69	44	94
ID_24357	55	101	138	122	236
ID_24358	82	181	190	142	221
ID_24359	10	16	28	7	12
ID_24360	20	37	58	33	46
ID_24361	40	67	96	67	121
ID_24362	16	13	10	11	7
ID_24363	28	93	90	49	85
ID_24364	18	16	29	15	27
ID_24365	79	188	161	125	174
ID_24366	49	103	84	53	55
ID_24367	33	58	54	40	61
ID_24368	41	106	101	45	108
ID_24369	26	34	27	28	43
ID_24370	14	25	45	18	47
ID_24371	10	15	25	13	27
ID_24372	18	39	60	54	89
ID_24373	15	31	38	46	51
ID_24374	1	10	12	14	21
ID_24375	27	42	38	28	47
ID_24376	64	200	159	106	152
ID_24377	15	14	36	26	27
ID_24378	18	58	61	35	44
ID_24379	15	43	45	39	38
ID_24380	14	22	20	20	23
ID_24381	19	26	36	18	27
ID_24382	20	51	39	24	39
ID_24383	33	57	48	75	77
ID_24384	8	13	14	14	43
ID_24385	9	12	12	14	43
ID_24386	10	28	36	34	48
ID_24387	23	53	45	21	31
ID_24388	33	73	70	43	77
ID_24389	64	121	100	98	136
ID_24390	64	78	89	94	180
ID_24391	31	46	37	38	34
ID_24392	63	132	105	100	127
ID_24393	31	92	63	59	80
ID_24394	96	232	227	130	247
ID_24395	5	5	12	19	7
ID_24396	66	172	154	114	172
ID_24397	38	123	103	70	100
ID_24398	73	201	230	125	208
ID_24399	71	151	151	99	158
ID_24400	22	55	46	36	54
ID_24401	101	207	144	135	162
ID_24402	17	47	38	28	55
ID_24403	14	32	25	15	26
ID_24404	7	23	19	27	27
ID_24405	5	12	6	18	6
ID_24406	51	118	136	83	145
ID_24407	7	31	27	10	17
ID_24408	10	31	12	19	15
ID_24409	6	24	25	21	12
ID_24410	38	100	107	54	108
ID_24411	19	40	29	24	36
ID_24412	11	28	22	23	40
ID_24413	7	24	19	24	28
ID_24414	33	140	121	52	80
ID_24415	15	41	32	28	32
ID_24416	15	24	27	27	36
ID_24417	70	147	121	95	110
ID_24418	64	183	137	88	129
ID_24419	47	105	93	71	106
ID_24420	8	22	23	12	21
ID_24421	18	58	48	31	65
ID_24422	6	21	15	8	14
ID_24423	13	37	38	38	36
ID_24424	11	45	30	27	34
ID_24425	10	29	17	17	12
ID_24426	17	53	50	31	40
ID_24427	14	25	30	10	13
ID_24428	6	26	18	12	16
ID_24429	20	39	43	21	54
ID_24430	17	34	23	12	40
ID_24431	25	33	43	23	34
ID_24432	14	50	40	26	54
ID_24433	3	23	9	4	6
ID_24434	23	55	43	27	56
ID_24435	16	43	29	20	35
ID_24436	9	27	29	17	25
ID_24437	3	19	16	16	27
ID_24438	9	18	31	41	55
ID_24439	24	51	46	29	27
ID_24440	90	187	210	103	222
ID_24441	26	50	38	43	43
ID_24442	16	32	43	33	86
ID_24443	62	202	192	106	155
ID_24444	29	94	88	52	79
ID_24445	15	39	24	22	26
ID_24446	16	14	51	10	29
ID_24447	10	26	25	9	16
ID_24448	72	127	169	78	91
ID_24449	126	284	283	185	292
ID_24450	58	149	153	108	153
ID_24451	30	106	90	58	68
ID_24452	5	10	18	12	28
ID_24453	14	31	31	29	45
ID_24454	53	160	135	91	133
ID_24455	14	27	21	17	15
ID_24456	13	24	23	15	27
ID_24457	14	40	36	21	26
ID_24458	57	147	153	106	154
ID_24459	26	46	48	41	41
ID_24460	47	112	78	88	96
ID_24461	6	37	41	16	22
ID_24462	5	20	26	14	11
ID_24463	8	18	9	8	8
ID_24464	8	17	29	21	28
ID_24465	34	73	48	33	50
ID_24466	73	188	143	105	143
ID_24467	14	34	37	20	31
ID_24468	15	18	31	18	40
ID_24469	6	33	16	24	36
ID_24470	29	61	39	32	47
ID_24471	42	117	127	78	92
ID_24472	3	15	18	11	30
ID_24473	19	44	61	31	56
ID_24474	56	130	128	73	106
ID_24475	14	46	15	16	20
ID_24476	85	233	213	166	258
ID_24477	15	35	28	8	17
ID_24478	22	59	66	39	36
ID_24479	70	157	105	77	106
ID_24480	7	25	7	16	11
ID_24481	13	30	35	22	37
ID_24482	73	180	129	73	122
ID_24483	18	58	49	44	40
ID_24484	49	95	83	58	63
ID_24485	103	236	188	133	145
ID_24486	24	65	36	31	33
ID_24487	3	25	32	13	21
ID_24488	9	25	23	7	3
ID_24489	17	44	40	27	36
ID_24490	27	74	65	43	48
ID_24491	9	14	20	19	47
ID_24492	35	77	84	44	57
ID_24493	13	54	18	8	27
ID_24494	28	115	85	41	80
ID_24495	22	28	39	26	19
ID_24496	17	36	37	28	18
ID_24497	8	27	15	5	7
ID_24498	9	16	30	13	28
ID_24499	40	72	79	46	77
ID_24500	37	95	90	45	68
ID_24501	10	18	28	15	17
ID_24502	15	37	27	14	23
ID_24503	69	138	119	83	116
ID_24504	89	213	189	135	196
ID_24505	5	25	25	11	30
ID_24506	2	22	9	17	25
ID_24507	36	80	89	65	96
ID_24508	18	36	38	22	48
ID_24509	9	29	28	18	18
ID_24510	12	29	20	12	23
ID_24511	116	255	161	221	236
ID_24512	1	9	7	20	15
ID_24513	10	29	38	19	27
ID_24514	11	29	15	14	14
ID_24515	35	74	55	81	49
ID_24516	22	32	29	51	46
ID_24517	15	21	9	12	25
ID_24518	16	27	35	45	56
ID_24519	25	45	45	53	78
ID_24520	10	31	43	32	65
ID_24521	1	13	13	22	31
ID_24522	10	30	22	16	22
ID_24523	29	40	69	40	108
ID_24524	19	24	43	24	49
ID_24525	50	69	95	49	84
ID_24526	67	140	141	93	123
ID_24527	28	88	81	75	123
ID_24528	58	145	126	97	128
ID_24529	6	18	24	11	24
ID_24530	71	199	161	107	165
ID_24531	21	49	47	30	36
ID_24532	30	46	47	30	47
ID_24533	53	141	121	69	113
ID_24534	70	204	176	124	153
ID_24535	14	43	34	16	18
ID_24536	36	77	57	39	63
ID_24537	25	34	40	34	38
ID_24538	5	12	17	18	31
ID_24539	70	131	127	120	129
ID_24540	32	70	68	38	64
ID_24541	12	14	13	6	18
ID_24542	11	19	30	15	26
ID_24543	38	75	64	41	75
ID_24544	25	46	48	28	40
ID_24545	54	152	123	87	96
ID_24546	12	48	40	20	25
ID_24547	54	99	77	46	115
ID_24548	65	162	158	86	140
ID_24549	11	28	23	15	29
ID_24550	7	10	15	7	20
ID_24551	20	24	38	13	27
ID_24552	21	22	43	26	48
ID_24553	36	98	76	90	109
ID_24554	26	35	75	27	100
ID_24555	23	30	40	36	49
ID_24556	19	31	24	16	47
ID_24557	11	7	26	15	52
ID_24558	25	33	39	33	67
ID_24559	16	20	27	13	18
ID_24560	55	112	123	97	166
ID_24561	21	46	59	30	63
ID_24562	5	19	24	9	23
ID_24563	33	72	72	68	104
ID_24564	33	41	44	42	63
ID_24565	30	48	53	49	94
ID_24566	9	12	17	5	11
ID_24567	20	29	27	17	46
ID_24568	21	35	35	23	59
ID_24569	5	10	20	8	17
ID_24570	81	180	186	107	163
ID_24571	13	32	31	23	25
ID_24572	47	96	106	47	129
ID_24573	86	174	162	91	135
ID_24574	13	49	36	20	33
ID_24575	10	27	23	16	17
ID_24576	15	34	32	20	37
ID_24577	31	89	47	38	49
ID_24578	75	159	152	121	157
ID_24579	48	88	63	41	95
ID_24580	176	434	375	226	308
ID_24581	14	8	28	16	63
ID_24582	11	27	32	29	94
ID_24583	11	13	36	22	27
ID_24584	13	27	35	32	42
ID_24585	13	31	49	32	51
ID_24586	16	33	34	28	43
ID_24587	6	17	24	20	45
ID_24588	9	19	28	12	29
ID_24589	26	50	37	8	11
ID_24590	23	23	46	11	10
ID_24591	11	25	25	11	16
ID_24592	76	188	217	106	150
ID_24593	29	70	63	56	115
ID_24594	19	36	25	20	32
ID_24595	65	108	169	113	204
ID_24596	72	165	162	114	156
ID_24597	40	109	83	59	94
ID_24598	31	48	67	39	45
ID_24599	7	12	24	11	27
ID_24600	26	47	71	17	31
ID_24601	24	63	66	25	45
ID_24602	19	28	26	3	3
ID_24603	10	20	23	13	16
ID_24604	11	22	20	11	11
ID_24605	50	70	86	20	25
ID_24606	109	196	200	129	238
ID_24607	35	74	61	44	69
ID_24608	124	318	289	221	291
ID_24609	63	144	145	95	157
ID_24610	32	58	53	45	73
ID_24611	32	89	77	47	70
ID_24612	17	41	36	23	51
ID_24613	16	23	21	15	38
ID_24614	18	37	34	19	29
ID_24615	34	60	82	56	114
ID_24616	11	39	39	30	42
ID_24617	14	37	57	25	62
ID_24618	24	52	61	41	72
ID_24619	23	49	30	33	60
ID_24620	47	111	102	70	87
ID_24621	8	12	34	13	33
ID_24622	6	10	12	11	26
ID_24623	19	45	38	49	73
ID_24624	8	13	19	16	35
ID_24625	38	82	99	81	109
ID_24626	15	39	40	42	65
ID_24627	23	80	45	46	68
ID_24628	45	94	83	53	102
ID_24629	16	61	65	19	32
ID_24630	6	39	42	30	32
ID_24631	57	184	155	86	132
ID_24632	62	172	153	110	195
ID_24633	25	85	70	45	64
ID_24634	19	46	33	8	15
ID_24635	5	13	28	21	51
ID_24636	7	27	23	14	20
ID_24637	24	37	37	33	36
ID_24638	14	19	30	7	8
ID_24639	5	20	20	9	23
ID_24640	17	39	59	32	99
ID_24641	7	32	27	25	28
ID_24642	19	51	34	18	23
ID_24643	84	227	203	175	237
ID_24644	5	33	23	14	18
ID_24645	17	18	41	19	38
ID_24646	13	31	19	25	15
ID_24647	43	126	113	67	83
ID_24648	20	47	41	28	34
ID_24649	82	253	230	141	180
ID_24650	12	23	30	15	30
ID_24651	9	22	23	9	12
ID_24652	11	37	29	29	28
ID_24653	81	155	132	136	111
ID_24654	25	45	51	19	19
ID_24655	8	12	33	17	41
ID_24656	65	136	146	76	104
ID_24657	13	52	17	14	11
ID_24658	19	25	18	12	14
ID_24659	26	51	30	20	35
ID_24660	18	34	35	21	25
ID_24661	11	30	33	33	73
ID_24662	15	24	21	9	6
ID_24663	19	50	32	7	19
ID_24664	5	21	29	15	27
ID_24665	31	70	71	43	57
ID_24666	52	139	126	75	95
ID_24667	6	21	26	32	29
ID_24668	25	47	60	37	58
ID_24669	7	23	28	9	15
ID_24670	31	60	65	56	97
ID_24671	12	27	21	26	30
ID_24672	63	94	95	79	117
ID_24673	13	28	18	13	24
ID_24674	47	100	119	93	91
ID_24675	22	72	42	24	28
ID_24676	34	127	96	66	112
ID_24677	24	50	52	20	39
ID_24678	1	3	4	18	3
ID_24679	6	11	8	6	26
ID_24680	7	20	36	16	33
ID_24681	16	27	42	14	23
ID_24682	48	142	144	103	146
ID_24683	6	25	21	11	17
ID_24684	24	44	51	34	45
ID_24685	30	46	42	41	53
ID_24686	74	161	137	93	126
ID_24687	2	7	12	3	23
ID_24688	20	24	28	8	17
ID_24689	26	90	88	48	87
ID_24690	36	50	55	56	52
ID_24691	60	165	145	103	95
ID_24692	22	56	32	25	39
ID_24693	27	45	63	42	97
ID_24694	53	135	115	82	92
ID_24695	8	10	16	16	33
ID_24696	8	20	13	6	12
ID_24697	22	37	45	25	42
ID_24698	46	107	139	69	140
ID_24699	17	30	47	26	41
ID_24700	17	25	32	20	19
ID_24701	38	79	80	63	75
ID_24702	26	46	60	32	54
ID_24703	99	234	209	156	195
ID_24704	144	375	299	220	329
ID_24705	3	21	24	18	43
ID_24706	11	29	29	7	19
ID_24707	13	40	39	33	41
ID_24708	12	27	48	33	43
ID_24709	16	26	34	14	26
ID_24710	29	74	79	37	82
ID_24711	16	42	16	19	28
ID_24712	57	107	115	95	139
ID_24713	52	126	137	78	148
ID_24714	6	28	20	24	29
ID_24715	32	69	65	31	68
ID_24716	68	142	142	90	111
ID_24717	33	75	61	57	60
ID_24718	52	129	106	76	91
ID_24719	51	94	106	51	57
ID_24720	18	35	35	20	23
ID_24721	17	21	11	11	22
ID_24722	15	35	28	33	20
ID_24723	29	106	68	55	83
ID_24724	36	91	80	80	121
ID_24725	30	48	70	60	75
ID_24726	20	38	66	65	102
ID_24727	22	39	32	29	62
ID_24728	65	176	117	83	160
ID_24729	32	103	96	62	90
ID_24730	12	36	35	14	31
ID_24731	3	24	10	12	15
ID_24732	11	27	18	9	10
ID_24733	36	76	84	15	12
ID_24734	20	39	30	25	55
ID_24735	15	34	39	23	24
ID_24736	19	54	56	38	39
ID_24737	40	112	116	84	158
ID_24738	77	165	148	118	183
ID_24739	18	57	45	73	62
ID_24740	4	22	22	9	31
ID_24741	14	32	30	19	45
ID_24742	65	179	140	147	179
ID_24743	58	84	89	78	118
ID_24744	14	27	40	14	33
ID_24745	69	157	170	99	190
ID_24746	50	82	78	71	75
ID_24747	0	0	0	0	0
ID_24748	20	32	63	12	26
ID_24749	21	39	42	16	35
ID_24750	14	19	23	12	18
ID_24751	53	119	114	76	132
ID_24752	8	30	11	8	7
ID_24753	35	63	63	52	80
ID_24754	11	39	39	17	36
ID_24755	57	141	133	80	117
ID_24756	18	57	47	31	45
ID_24757	28	94	78	38	70
ID_24758	51	129	149	85	132
ID_24759	8	35	19	14	24
ID_24760	7	22	19	20	18
ID_24761	20	42	39	25	33
ID_24762	5	26	28	14	27
ID_24763	30	84	75	40	69
ID_24764	11	18	27	9	13
ID_24765	32	63	68	58	76
ID_24766	5	3	13	6	23
ID_24767	15	29	26	14	18
ID_24768	17	41	50	26	50
ID_24769	15	37	38	25	40
ID_24770	13	23	36	24	31
ID_24771	26	37	47	40	59
ID_24772	38	72	86	37	66
ID_24773	14	26	42	26	38
ID_24774	15	39	36	26	39
ID_24775	11	45	30	28	26
ID_24776	38	51	57	8	11
ID_24777	66	83	133	78	151
ID_24778	72	184	136	114	130
ID_24779	18	36	46	5	7
ID_24780	6	28	26	18	13
ID_24781	26	61	44	28	33
ID_24782	12	35	18	14	12
ID_24783	32	52	66	8	9
ID_24784	67	156	164	123	157
ID_24785	71	206	180	132	216
ID_24786	10	30	28	16	16
ID_24787	13	11	10	10	20
ID_24788	80	179	179	131	172
ID_24789	39	64	98	66	105
ID_24790	60	129	165	104	152
ID_24791	32	140	142	65	113
ID_24792	15	40	34	16	15
ID_24793	22	60	75	33	65
ID_24794	40	68	31	24	45
ID_24795	52	117	67	101	81
ID_24796	61	122	123	51	82
