GeneID	WT_na1	WT_na2	11_WT_na_CD8	dKO_na1	12_dKO_na_CD8
ID_3512	9	24	35	13	17
ID_3513	13	32	44	12	23
ID_3514	17	29	32	19	40
ID_3515	21	25	41	5	6
ID_3516	13	30	12	6	14
ID_3517	45	75	88	51	93
ID_3518	13	8	6	15	13
ID_3519	9	39	41	27	43
ID_3520	30	69	51	33	45
ID_3521	40	53	60	52	31
ID_3522	5	8	14	12	26
ID_3523	12	31	24	13	13
ID_3524	29	41	36	40	60
ID_3525	24	45	48	15	24
ID_3526	39	90	97	60	111
ID_3527	11	30	24	18	44
ID_3528	92	195	162	132	150
ID_3529	10	24	33	22	30
ID_3530	46	140	110	88	168
ID_3531	17	22	37	17	38
ID_3532	11	28	24	28	27
ID_3533	20	75	47	57	69
ID_3534	15	31	25	19	22
ID_3535	18	38	35	40	55
ID_3536	4	15	11	19	14
ID_3537	8	14	21	20	21
ID_3538	36	141	120	75	136
ID_3539	12	31	38	30	34
ID_3540	7	19	7	8	3
ID_3541	8	23	27	23	24
ID_3542	33	74	76	37	86
ID_3543	3	15	4	9	10
ID_3544	11	30	32	27	47
ID_3545	20	42	43	24	52
ID_3546	5	12	11	9	27
ID_3547	10	16	29	8	14
ID_3548	35	72	69	40	57
ID_3549	15	58	45	24	31
ID_3550	26	39	42	27	31
ID_3551	19	61	54	38	42
ID_3552	17	40	28	11	28
ID_3553	16	29	34	18	35
ID_3554	85	224	176	103	150
ID_3555	7	31	39	14	31
ID_3556	22	56	28	23	25
ID_3557	29	93	90	56	78
ID_3558	28	39	56	26	66
ID_3559	23	54	53	49	91
ID_3560	2	10	13	8	26
ID_3561	76	150	157	95	187
ID_3562	19	46	40	43	52
ID_3563	48	79	53	43	51
ID_3564	43	87	109	67	118
ID_3565	36	59	92	93	95
ID_3566	15	37	32	30	12
ID_3567	39	65	64	31	29
ID_3568	153	289	267	221	154
ID_3569	21	59	65	41	76
ID_3570	12	34	20	26	13
ID_3571	26	91	73	49	58
ID_3572	10	16	34	22	38
ID_3573	39	133	90	71	93
ID_3574	78	188	172	114	152
ID_3575	57	149	110	79	106
ID_3576	15	43	43	36	37
ID_3577	54	85	76	48	88
ID_3578	21	59	41	38	38
ID_3579	17	36	34	5	6
ID_3580	28	48	54	31	67
ID_3581	17	30	31	24	25
ID_3582	15	62	43	31	27
ID_3583	30	67	56	29	54
ID_3584	15	39	39	19	29
ID_3585	40	90	84	56	61
ID_3586	35	70	92	44	109
ID_3587	17	28	24	19	35
ID_3588	46	101	94	62	88
ID_3589	17	27	23	28	34
ID_3590	19	79	41	49	58
ID_3591	30	74	61	41	47
ID_3592	54	133	126	86	120
ID_3593	7	20	25	15	17
ID_3594	24	29	43	37	47
ID_3595	24	55	80	24	77
ID_3596	41	101	71	49	86
ID_3597	31	105	89	56	91
ID_3598	21	45	36	29	30
ID_3599	77	180	166	144	191
ID_3600	20	52	31	31	44
ID_3601	18	59	69	51	67
ID_3602	7	37	21	13	20
ID_3603	15	31	50	3	9
ID_3604	28	58	73	37	73
ID_3605	12	31	33	30	28
ID_3606	8	39	16	16	7
ID_3607	42	120	99	63	88
ID_3608	18	25	26	21	25
ID_3609	10	41	27	17	32
ID_3610	12	27	25	40	26
ID_3611	53	119	128	63	118
ID_3612	67	145	141	98	92
ID_3613	29	69	62	33	49
ID_3614	31	73	63	28	42
ID_3615	25	50	39	39	45
ID_3616	43	105	89	61	115
ID_3617	24	42	36	32	42
ID_3618	80	167	113	82	124
ID_3619	67	145	157	103	155
ID_3620	47	132	82	47	86
ID_3621	7	22	21	15	18
ID_3622	15	50	54	46	23
ID_3623	14	36	28	24	21
ID_3624	26	98	94	43	94
ID_3625	27	58	46	32	41
ID_3626	47	140	108	71	84
ID_3627	21	59	65	22	45
ID_3628	16	41	63	29	34
ID_3629	69	137	159	101	127
ID_3630	42	98	92	82	112
ID_3631	83	195	156	122	151
ID_3632	52	92	109	71	105
ID_3633	39	94	91	50	75
ID_3634	22	34	48	37	53
ID_3635	42	92	82	73	104
ID_3636	43	107	65	69	81
ID_3637	8	24	16	13	10
ID_3638	10	54	44	23	46
ID_3639	17	36	29	26	41
ID_3640	141	306	287	196	271
ID_3641	12	42	57	38	44
ID_3642	44	111	95	53	56
ID_3643	62	123	127	50	82
ID_3644	36	87	70	53	70
ID_3645	71	206	173	103	153
ID_3646	87	235	189	129	207
ID_3647	12	30	26	27	34
ID_3648	14	20	34	26	24
ID_3649	19	60	60	42	42
ID_3650	22	52	47	25	44
ID_3651	51	80	81	10	17
ID_3652	16	33	41	26	41
ID_3653	12	29	41	21	35
ID_3654	24	36	46	38	73
ID_3655	48	84	107	54	121
ID_3656	7	11	11	12	29
ID_3657	10	25	18	12	25
ID_3658	10	21	24	11	30
ID_3659	79	169	189	109	204
ID_3660	14	22	65	17	60
ID_3661	12	17	53	18	44
ID_3662	12	30	35	23	26
ID_3663	50	91	125	83	117
ID_3664	54	89	102	92	138
ID_3665	148	381	338	241	266
ID_3666	51	85	76	54	76
ID_3667	85	176	175	127	178
ID_3668	0	0	0	0	0
ID_3669	0	0	0	0	0
ID_3670	0	0	0	0	0
ID_3671	0	0	0	0	0
ID_3672	0	0	0	0	0
ID_3673	0	0	0	0	0
ID_3674	0	0	0	0	0
ID_3675	0	0	0	0	0
ID_3676	0	0	0	0	0
ID_3677	0	0	0	0	0
ID_3678	0	0	0	0	0
ID_3679	0	0	0	0	0
ID_3680	0	0	0	0	0
ID_3681	0	0	0	0	0
ID_3682	0	0	0	0	0
ID_3683	0	0	0	0	0
ID_3684	0	0	0	0	0
ID_3685	0	0	0	0	0
ID_3686	0	0	0	0	0
ID_3687	0	0	0	0	0
ID_3688	0	0	0	0	0
ID_3689	0	0	0	0	0
ID_3690	0	0	0	0	0
ID_3691	0	0	0	0	0
ID_3692	0	0	0	0	0
ID_3693	0	0	0	0	0
ID_3694	0	0	0	0	0
ID_3695	0	0	0	0	0
ID_3696	0	0	0	0	0
ID_3697	0	0	0	0	0
ID_3698	0	0	0	0	0
ID_3699	0	0	0	0	0
ID_3700	0	0	0	0	0
ID_3701	0	0	0	0	0
ID_3702	0	0	0	0	0
ID_3703	0	0	0	0	0
ID_3704	0	0	0	0	0
ID_3705	0	0	0	0	0
ID_3706	0	0	0	0	0
ID_3707	0	0	0	0	0
ID_3708	0	0	0	0	0
ID_3709	0	0	0	0	0
ID_3710	0	0	0	0	0
ID_3711	0	0	0	0	0
ID_3712	0	0	0	0	0
ID_3713	0	0	0	0	0
ID_3714	0	0	0	0	0
ID_3715	0	0	0	0	0
ID_3716	0	0	0	0	0
ID_3717	0	0	0	0	0
ID_3718	0	0	0	0	0
ID_3719	0	0	0	0	0
ID_3720	0	0	0	0	0
ID_3721	143	306	381	271	390
ID_3722	0	1	3	1	7
ID_3723	38	113	71	54	86
ID_3724	13	50	45	18	35
ID_3725	63	108	118	68	65
ID_3726	50	142	136	100	144
ID_3727	86	146	130	108	174
ID_3728	40	89	93	21	21
ID_3729	15	34	52	23	35
ID_3730	16	27	23	21	30
ID_3731	30	58	49	21	45
ID_3732	43	132	118	78	119
ID_3733	51	131	88	64	100
ID_3734	30	64	59	41	64
ID_3735	69	196	125	94	150
ID_3736	21	71	65	46	46
ID_3737	9	36	22	15	12
ID_3738	12	30	29	28	29
ID_3739	8	26	27	24	34
ID_3740	27	63	84	48	84
ID_3741	63	145	130	85	141
ID_3742	16	36	25	15	25
ID_3743	49	110	108	59	73
ID_3744	53	212	176	111	154
ID_3745	21	31	29	28	41
ID_3746	9	30	21	5	17
ID_3747	28	79	57	38	48
ID_3748	9	9	7	8	21
ID_3749	13	49	43	22	25
ID_3750	12	32	40	11	22
ID_3751	8	17	30	18	24
ID_3752	35	115	80	44	93
ID_3753	18	61	68	28	36
ID_3754	29	79	82	44	73
ID_3755	29	95	89	59	82
ID_3756	15	33	32	20	11
ID_3757	56	173	127	94	136
ID_3758	10	29	23	29	42
ID_3759	29	49	51	29	52
ID_3760	16	51	52	20	35
ID_3761	12	27	15	11	7
ID_3762	25	77	59	38	33
ID_3763	13	33	21	18	24
ID_3764	16	68	67	38	45
ID_3765	26	66	60	32	49
ID_3766	10	33	19	18	37
ID_3767	29	83	48	43	50
ID_3768	41	75	88	58	76
ID_3769	13	51	51	31	40
ID_3770	9	23	26	22	29
ID_3771	7	9	11	12	38
ID_3772	10	13	31	15	14
ID_3773	17	76	67	43	72
ID_3774	7	23	11	12	11
ID_3775	14	32	34	19	18
ID_3776	44	94	90	10	20
ID_3777	22	35	31	3	15
ID_3778	29	59	49	48	59
ID_3779	17	28	28	11	22
ID_3780	35	139	110	69	102
ID_3781	19	40	57	42	40
ID_3782	13	22	13	14	18
ID_3783	27	88	74	50	65
ID_3784	12	36	28	12	17
ID_3785	22	49	17	40	35
ID_3786	22	60	66	41	75
ID_3787	15	44	40	28	63
ID_3788	8	25	30	17	31
ID_3789	34	131	104	44	107
ID_3790	47	140	108	77	113
ID_3791	45	102	101	67	78
ID_3792	63	158	130	80	108
ID_3793	15	44	34	19	32
ID_3794	7	17	18	19	79
ID_3795	24	33	43	37	44
ID_3796	6	32	60	9	458
ID_3797	16	42	48	14	16
ID_3798	8	26	25	10	13
ID_3799	9	19	20	8	17
ID_3800	9	30	34	11	18
ID_3801	31	50	39	20	39
ID_3802	22	68	85	36	49
ID_3803	6	23	29	16	27
ID_3804	44	105	132	70	107
ID_3805	40	147	123	53	106
ID_3806	49	156	122	69	130
ID_3807	12	32	24	29	20
ID_3808	20	44	43	22	44
ID_3809	15	22	27	21	27
ID_3810	27	83	73	49	100
ID_3811	6	26	27	15	42
ID_3812	6	26	17	16	20
ID_3813	6	31	20	9	17
ID_3814	26	87	75	40	59
ID_3815	11	41	50	23	29
ID_3816	13	34	12	10	20
ID_3817	115	263	237	165	228
ID_3818	15	33	45	42	51
ID_3819	13	46	32	30	35
ID_3820	3	16	25	13	26
ID_3821	20	43	40	29	38
ID_3822	48	160	111	69	85
ID_3823	16	37	33	23	29
ID_3824	10	57	30	19	24
ID_3825	24	51	45	41	39
ID_3826	5	11	13	17	21
ID_3827	14	36	52	26	13
ID_3828	25	82	44	19	42
ID_3829	20	47	37	42	38
ID_3830	19	24	48	15	49
ID_3831	40	147	57	88	50
ID_3832	69	162	60	76	44
ID_3833	23	49	45	13	20
ID_3834	13	25	36	10	9
ID_3835	8	23	16	15	16
ID_3836	34	47	47	8	7
ID_3837	10	28	25	7	9
ID_3838	14	40	37	12	17
ID_3839	27	26	41	30	72
ID_3840	68	151	138	107	155
ID_3841	34	49	60	50	73
ID_3842	26	39	49	19	15
ID_3843	30	42	56	43	40
ID_3844	5	10	45	18	34
ID_3845	42	121	143	107	156
ID_3846	18	48	58	39	38
ID_3847	29	72	67	46	65
ID_3848	31	67	61	36	51
ID_3849	36	94	105	69	112
ID_3850	35	65	57	54	76
ID_3851	16	46	36	24	31
ID_3852	18	48	60	37	82
ID_3853	11	34	27	15	20
ID_3854	0	0	0	0	0
ID_3855	17	25	39	35	44
ID_3856	6	16	21	14	41
ID_3857	14	34	28	57	44
ID_3858	106	168	159	63	82
ID_3859	15	43	33	41	37
ID_3860	32	79	81	33	73
ID_3861	16	43	46	42	59
ID_3862	18	33	36	13	19
ID_3863	57	102	118	75	150
ID_3864	16	39	35	21	43
ID_3865	13	35	30	15	39
ID_3866	65	192	148	96	159
ID_3867	21	46	34	25	47
ID_3868	18	42	28	38	44
ID_3869	6	20	10	9	16
ID_3870	18	48	40	23	26
ID_3871	7	21	31	12	23
ID_3872	7	10	19	13	52
ID_3873	13	34	23	5	21
ID_3874	75	126	127	71	113
ID_3875	14	33	28	11	4
ID_3876	99	251	268	177	234
ID_3877	5	9	15	14	38
ID_3878	46	136	124	77	119
ID_3879	29	53	56	34	54
ID_3880	35	67	90	10	31
ID_3881	88	205	202	138	274
ID_3882	28	70	79	41	81
ID_3883	6	24	23	13	21
ID_3884	16	39	40	30	40
ID_3885	24	51	38	43	62
ID_3886	46	106	107	77	110
ID_3887	20	35	28	36	22
ID_3888	8	29	28	12	10
ID_3889	25	70	44	41	42
ID_3890	20	32	55	30	33
ID_3891	50	110	63	76	74
ID_3892	4	19	18	22	20
ID_3893	6	9	12	9	43
ID_3894	27	44	16	29	33
ID_3895	12	21	25	18	41
ID_3896	9	31	17	13	33
ID_3897	16	27	36	24	30
ID_3898	19	41	40	39	52
ID_3899	17	44	46	45	48
ID_3900	51	150	141	83	140
ID_3901	16	43	38	34	59
ID_3902	110	299	267	172	297
ID_3903	26	39	40	30	26
ID_3904	37	107	95	68	87
ID_3905	51	148	111	92	124
ID_3906	14	52	60	30	50
ID_3907	14	45	41	31	28
ID_3908	19	48	42	23	34
ID_3909	0	0	0	0	0
ID_3910	65	192	192	108	188
ID_3911	6	9	28	15	13
ID_3912	21	26	33	26	24
ID_3913	28	101	88	56	76
ID_3914	16	49	55	42	60
ID_3915	18	30	48	28	23
ID_3916	60	165	136	92	151
ID_3917	10	26	24	11	30
ID_3918	10	31	22	9	32
ID_3919	27	51	70	42	80
ID_3920	56	147	157	108	152
ID_3921	19	29	23	18	10
ID_3922	11	24	26	9	17
ID_3923	14	21	9	3	4
ID_3924	14	28	20	27	22
ID_3925	25	38	50	20	36
ID_3926	11	32	29	36	33
ID_3927	71	125	149	90	156
ID_3928	24	44	66	43	75
ID_3929	13	30	17	28	35
ID_3930	7	26	10	8	16
ID_3931	7	10	23	23	53
ID_3932	7	17	10	0	12
ID_3933	19	18	8	7	12
ID_3934	33	83	85	46	78
ID_3935	140	356	310	220	359
ID_3936	38	90	90	53	78
ID_3937	9	44	33	18	27
ID_3938	41	81	93	83	136
ID_3939	21	42	33	40	56
ID_3940	11	18	23	12	25
ID_3941	10	22	45	22	41
ID_3942	20	40	40	38	67
ID_3943	14	34	32	8	12
ID_3944	22	40	50	46	58
ID_3945	2	5	5	5	28
ID_3946	14	18	38	18	18
ID_3947	5	23	31	32	78
ID_3948	16	27	28	22	44
ID_3949	12	36	33	21	28
ID_3950	56	140	106	94	117
ID_3951	19	19	43	35	42
ID_3952	20	49	43	27	42
ID_3953	22	44	51	35	71
ID_3954	16	40	36	31	34
ID_3955	14	46	33	24	41
ID_3956	138	319	324	213	306
ID_3957	65	125	113	108	141
ID_3958	8	24	25	23	38
ID_3959	22	49	48	34	46
ID_3960	40	133	124	72	131
ID_3961	40	105	103	57	93
ID_3962	36	89	79	47	73
ID_3963	47	102	71	62	79
ID_3964	15	26	28	24	26
ID_3965	8	19	29	10	12
ID_3966	23	30	33	18	19
ID_3967	7	28	13	8	15
ID_3968	20	56	44	33	52
ID_3969	11	36	29	12	19
ID_3970	46	122	162	77	115
ID_3971	46	123	110	74	92
ID_3972	17	30	31	22	14
ID_3973	19	64	69	45	56
ID_3974	37	94	101	49	100
ID_3975	16	55	63	35	70
ID_3976	12	19	21	14	31
ID_3977	9	10	23	14	41
ID_3978	43	89	74	51	88
ID_3979	25	46	55	45	48
ID_3980	82	216	190	132	178
ID_3981	72	173	155	131	191
ID_3982	5	21	17	7	17
ID_3983	42	121	119	70	96
ID_3984	34	102	56	46	53
ID_3985	83	162	169	106	156
ID_3986	102	183	193	112	181
ID_3987	27	59	78	35	46
ID_3988	22	60	45	42	40
ID_3989	12	28	54	16	41
ID_3990	59	127	154	113	186
ID_3991	17	40	57	57	110
ID_3992	67	157	154	91	178
ID_3993	5	25	26	15	21
ID_3994	0	0	0	0	0
ID_3995	26	63	63	42	58
ID_3996	28	71	69	29	71
ID_3997	45	118	102	66	80
ID_3998	36	75	69	51	72
ID_3999	65	143	113	78	111
ID_4000	4	11	20	6	5
ID_4001	83	202	186	118	155
ID_4002	13	17	25	12	14
ID_4003	19	59	35	10	20
ID_4004	30	63	51	42	35
ID_4005	15	33	37	29	45
ID_4006	35	70	72	71	126
ID_4007	53	90	97	59	85
ID_4008	25	17	23	3	10
ID_4009	22	61	67	31	40
ID_4010	9	10	14	15	31
ID_4011	20	53	39	22	26
ID_4012	78	196	203	120	172
ID_4013	25	37	49	28	35
ID_4014	10	42	26	30	49
ID_4015	10	33	31	19	28
ID_4016	39	104	117	60	83
ID_4017	11	33	32	17	22
ID_4018	8	40	21	18	34
ID_4019	24	49	50	16	32
ID_4020	10	28	33	5	11
ID_4021	27	66	98	37	85
ID_4022	24	52	52	29	63
ID_4023	20	48	21	44	25
ID_4024	40	93	96	86	113
ID_4025	25	52	47	44	61
ID_4026	43	133	134	86	119
ID_4027	27	66	55	40	36
ID_4028	22	25	23	18	36
ID_4029	85	213	198	118	151
ID_4030	12	30	30	4	2
ID_4031	23	41	33	22	22
ID_4032	13	39	24	21	22
ID_4033	102	253	247	158	220
ID_4034	5	23	12	13	7
ID_4035	21	64	52	45	48
ID_4036	5	20	25	18	24
ID_4037	49	121	105	85	121
ID_4038	7	3	15	6	33
ID_4039	4	25	21	23	24
ID_4040	17	43	48	20	46
ID_4041	18	34	31	20	15
ID_4042	18	37	25	26	28
ID_4043	18	15	30	20	9
ID_4044	9	20	15	20	16
ID_4045	17	40	34	23	58
ID_4046	1	13	18	9	32
ID_4047	9	24	19	25	18
ID_4048	27	70	80	38	69
ID_4049	3	25	19	21	16
ID_4050	24	44	38	25	47
ID_4051	74	117	129	75	129
ID_4052	29	42	42	31	31
ID_4053	9	34	32	25	35
ID_4054	52	127	124	75	110
ID_4055	14	29	43	21	49
ID_4056	96	204	176	133	208
ID_4057	43	106	115	75	91
ID_4058	19	39	33	22	37
ID_4059	1	4	7	15	8
ID_4060	51	103	93	77	116
ID_4061	16	24	35	33	50
ID_4062	101	223	241	172	268
ID_4063	9	28	30	12	6
ID_4064	38	109	121	89	147
ID_4065	14	25	38	28	20
ID_4066	8	29	26	18	56
ID_4067	13	26	28	5	3
ID_4068	8	31	41	26	25
ID_4069	17	26	32	31	35
ID_4070	47	86	109	75	110
ID_4071	22	40	36	40	42
ID_4072	134	297	289	187	284
ID_4073	76	162	170	118	161
ID_4074	34	85	72	57	91
ID_4075	7	20	25	16	10
ID_4076	10	23	24	7	1
ID_4077	8	21	18	20	21
ID_4078	22	61	35	58	41
ID_4079	43	104	90	73	98
ID_4080	16	26	22	7	5
ID_4081	19	29	22	8	9
ID_4082	1	0	0	0	0
ID_4083	77	148	133	66	84
ID_4084	16	59	45	31	39
ID_4085	20	28	25	16	29
ID_4086	10	25	16	12	11
ID_4087	26	38	44	22	38
ID_4088	13	30	26	16	31
ID_4089	18	27	41	24	39
ID_4090	4	20	28	11	7
ID_4091	12	36	40	26	48
ID_4092	15	38	63	52	80
ID_4093	32	111	81	46	60
ID_4094	30	41	57	34	67
ID_4095	8	30	30	10	11
ID_4096	29	64	66	43	56
ID_4097	44	124	102	55	101
ID_4098	61	168	128	92	128
ID_4099	15	32	19	9	9
ID_4100	10	21	35	28	38
ID_4101	20	46	47	31	30
ID_4102	15	44	37	11	14
ID_4103	8	26	17	14	27
ID_4104	11	33	25	11	20
ID_4105	18	74	57	36	41
ID_4106	17	31	41	8	5
ID_4107	14	36	39	18	34
ID_4108	12	47	45	31	48
ID_4109	46	101	87	54	63
ID_4110	36	59	73	57	69
ID_4111	61	109	117	85	108
ID_4112	16	49	40	7	3
ID_4113	18	46	48	13	4
ID_4114	53	90	97	54	50
ID_4115	16	49	52	39	46
ID_4116	57	130	130	82	104
ID_4117	25	48	70	47	45
ID_4118	45	116	95	71	53
ID_4119	33	57	66	11	20
ID_4120	26	43	45	34	50
ID_4121	22	37	61	25	25
ID_4122	66	128	102	79	112
ID_4123	7	12	16	15	21
ID_4124	0	0	16	0	33
ID_4125	4	13	21	24	22
ID_4126	41	139	93	75	111
ID_4127	39	96	120	78	90
ID_4128	30	85	80	44	56
ID_4129	34	88	71	59	62
ID_4130	39	71	68	72	80
ID_4131	14	40	40	27	40
ID_4132	11	30	37	30	33
ID_4133	21	53	50	38	69
ID_4134	24	45	56	49	53
ID_4135	26	43	54	48	52
ID_4136	21	58	55	34	52
ID_4137	20	36	52	31	40
ID_4138	33	74	50	43	54
ID_4139	18	46	60	48	57
ID_4140	6	11	23	12	33
ID_4141	9	13	19	16	33
ID_4142	15	23	26	19	19
ID_4143	14	16	20	19	26
ID_4144	19	30	32	30	35
ID_4145	21	33	39	41	52
ID_4146	29	85	100	52	64
ID_4147	4	16	13	9	23
ID_4148	24	60	46	49	41
ID_4149	10	25	25	22	29
ID_4150	21	56	50	41	62
ID_4151	125	349	308	196	239
ID_4152	12	28	30	16	25
ID_4153	12	21	28	26	22
ID_4154	35	123	94	52	91
ID_4155	29	40	58	5	14
ID_4156	15	26	20	8	24
ID_4157	5	9	22	16	26
ID_4158	19	44	16	25	13
ID_4159	41	144	96	79	88
ID_4160	6	21	26	16	24
ID_4161	18	27	26	16	29
ID_4162	18	36	32	15	29
ID_4163	9	40	43	22	38
ID_4164	18	54	56	31	70
ID_4165	12	51	37	18	47
ID_4166	59	107	101	65	112
ID_4167	40	75	67	64	88
ID_4168	14	27	27	34	23
ID_4169	27	80	59	31	58
ID_4170	76	211	202	147	187
ID_4171	64	206	171	121	177
ID_4172	14	19	34	22	29
ID_4173	65	137	140	127	142
ID_4174	23	50	51	28	39
ID_4175	39	78	69	63	52
ID_4176	19	48	51	37	54
ID_4177	14	36	25	17	12
ID_4178	31	86	89	50	53
ID_4179	82	202	183	114	153
ID_4180	5	20	16	8	5
ID_4181	36	105	93	59	84
ID_4182	24	44	60	29	30
ID_4183	44	103	86	59	78
ID_4184	16	47	31	18	32
ID_4185	44	88	86	46	80
ID_4186	17	35	28	28	30
ID_4187	42	78	71	45	57
ID_4188	25	87	76	39	82
ID_4189	24	67	64	47	61
ID_4190	13	27	39	25	38
ID_4191	22	49	45	28	38
ID_4192	70	232	193	122	142
ID_4193	15	41	47	25	29
ID_4194	10	34	30	22	20
ID_4195	10	23	20	10	20
ID_4196	25	45	69	42	71
ID_4197	12	29	24	19	30
ID_4198	0	0	0	0	0
ID_4199	14	35	47	16	33
ID_4200	8	20	11	6	5
ID_4201	10	17	16	18	39
ID_4202	7	29	36	13	42
ID_4203	4	24	21	14	17
ID_4204	23	72	63	33	42
ID_4205	21	36	29	22	21
ID_4206	48	147	152	90	127
ID_4207	32	74	57	37	69
ID_4208	31	76	53	48	56
ID_4209	68	189	169	72	118
ID_4210	17	42	21	18	27
ID_4211	4	13	18	13	12
ID_4212	18	47	50	31	34
ID_4213	46	121	106	76	113
ID_4214	31	59	60	38	58
ID_4215	37	92	78	61	76
ID_4216	57	153	107	91	107
ID_4217	5	19	11	20	30
ID_4218	25	55	54	34	32
ID_4219	0	0	0	0	0
ID_4220	97	233	217	189	150
ID_4221	36	101	95	89	103
ID_4222	4	22	33	7	8
ID_4223	50	102	91	82	102
ID_4224	14	42	41	29	47
ID_4225	13	27	22	10	15
ID_4226	6	28	26	17	29
ID_4227	13	66	43	28	34
ID_4228	34	74	74	34	51
ID_4229	97	233	179	141	169
ID_4230	16	38	31	33	24
ID_4231	20	33	21	9	18
ID_4232	88	253	220	156	220
ID_4233	9	33	18	16	23
ID_4234	19	38	37	15	21
ID_4235	23	62	58	21	64
ID_4236	15	34	17	8	16
ID_4237	28	83	81	31	42
ID_4238	13	43	42	28	32
ID_4239	10	39	24	18	18
ID_4240	26	54	45	34	43
ID_4241	29	67	88	61	82
ID_4242	36	90	89	51	81
ID_4243	30	75	68	83	118
ID_4244	12	41	29	17	20
ID_4245	10	17	13	20	11
ID_4246	8	13	20	15	35
ID_4247	13	28	13	17	18
ID_4248	26	45	48	22	16
ID_4249	48	105	107	73	93
ID_4250	18	38	32	24	42
ID_4251	64	157	130	89	139
ID_4252	17	38	31	30	41
ID_4253	4	7	13	13	38
ID_4254	32	61	71	39	49
ID_4255	19	27	19	13	12
ID_4256	13	43	28	10	35
ID_4257	28	52	34	19	28
ID_4258	39	108	110	63	77
ID_4259	6	10	16	10	23
ID_4260	112	239	147	133	186
ID_4261	12	29	43	9	20
ID_4262	16	37	29	20	27
ID_4263	28	36	35	28	28
ID_4264	7	13	28	9	23
ID_4265	8	28	32	4	15
ID_4266	11	23	26	15	13
ID_4267	19	24	44	24	28
ID_4268	14	34	26	20	50
ID_4269	6	25	45	24	56
ID_4270	15	37	51	18	34
ID_4271	11	33	29	17	39
ID_4272	4	30	19	14	29
ID_4273	37	95	90	45	80
ID_4274	28	84	70	60	44
ID_4275	19	33	39	27	28
ID_4276	23	35	37	22	53
ID_4277	2	26	41	12	15
ID_4278	22	64	53	23	28
ID_4279	17	40	54	25	46
ID_4280	128	237	250	194	191
ID_4281	24	56	69	27	39
ID_4282	19	30	24	14	29
ID_4283	18	45	39	32	62
ID_4284	35	120	87	61	91
ID_4285	19	48	28	42	37
ID_4286	43	90	53	67	57
ID_4287	6	19	22	14	13
ID_4288	15	40	26	27	29
ID_4289	15	41	33	28	44
ID_4290	13	36	23	17	26
ID_4291	89	225	180	120	206
ID_4292	11	31	57	26	57
ID_4293	13	41	59	31	33
ID_4294	12	25	24	19	23
ID_4295	22	40	30	33	30
ID_4296	12	36	24	11	9
ID_4297	21	36	33	11	21
ID_4298	74	184	170	144	127
ID_4299	34	70	83	55	55
ID_4300	33	70	72	65	68
ID_4301	52	130	132	82	81
ID_4302	18	58	67	46	70
ID_4303	27	81	56	26	65
ID_4304	15	26	30	20	25
ID_4305	22	74	78	63	84
ID_4306	121	381	359	222	305
ID_4307	18	39	30	25	31
ID_4308	30	81	45	35	57
ID_4309	12	30	14	14	16
ID_4310	5	33	21	13	14
ID_4311	6	9	12	26	14
ID_4312	12	35	26	26	21
ID_4313	8	21	20	18	29
ID_4314	20	56	52	24	41
ID_4315	22	49	54	60	87
ID_4316	18	39	31	21	38
ID_4317	6	25	32	23	34
ID_4318	17	19	41	29	32
ID_4319	51	115	106	60	103
ID_4320	20	47	52	39	30
ID_4321	12	30	45	33	30
ID_4322	8	29	21	21	24
ID_4323	12	39	21	13	24
ID_4324	14	46	36	29	41
ID_4325	8	29	16	10	4
ID_4326	29	72	63	51	50
ID_4327	9	23	14	14	19
ID_4328	51	211	188	122	171
ID_4329	5	10	19	21	34
ID_4330	14	24	6	10	7
ID_4331	12	34	31	19	30
ID_4332	27	69	72	59	56
ID_4333	18	36	46	20	36
ID_4334	11	28	43	2	31
ID_4335	24	42	28	29	46
ID_4336	24	52	34	36	31
ID_4337	6	19	17	10	9
ID_4338	9	29	15	8	13
ID_4339	7	23	6	30	4
ID_4340	20	54	52	33	55
ID_4341	15	55	36	34	34
ID_4342	27	29	40	24	48
ID_4343	20	78	80	33	49
ID_4344	5	28	21	12	16
ID_4345	12	32	20	20	36
ID_4346	32	115	67	56	85
ID_4347	61	99	106	76	126
ID_4348	6	25	32	28	21
ID_4349	5	12	12	19	13
ID_4350	7	20	16	16	18
ID_4351	13	23	14	34	17
ID_4352	40	110	124	84	115
ID_4353	23	58	51	46	60
ID_4354	52	98	106	85	90
ID_4355	4	14	20	11	26
ID_4356	40	95	76	74	94
ID_4357	24	51	54	41	51
ID_4358	10	26	37	11	24
ID_4359	5	18	11	5	8
ID_4360	60	93	75	55	84
ID_4361	28	97	73	47	52
ID_4362	12	36	30	31	23
ID_4363	13	44	22	16	21
ID_4364	34	121	80	54	67
ID_4365	11	29	37	22	23
ID_4366	56	125	115	65	77
ID_4367	13	57	38	29	31
ID_4368	19	56	79	19	53
ID_4369	37	89	98	44	61
ID_4370	38	54	51	20	29
ID_4371	45	133	119	51	88
ID_4372	35	103	122	73	103
ID_4373	10	30	31	19	21
ID_4374	26	53	39	31	42
ID_4375	4	15	14	19	39
ID_4376	18	40	21	18	28
ID_4377	13	28	25	22	13
ID_4378	5	34	21	7	8
ID_4379	12	54	59	24	38
ID_4380	17	54	35	21	41
ID_4381	44	123	118	79	89
ID_4382	10	23	30	16	12
ID_4383	21	52	40	18	33
